,company_name,Series,Total_Likes,Total_Retweets,Series_Amount,Market,tweet_count,get_dayrange,get_dayiqr,likes_mean,retweets_mean,persontag_count_mean,hashtag_count_mean,text_length_mean,persontags_count_mean,hashtags_count_mean,links_count_mean,self_mention_mean,self_tweet_mean,likes_std,retweets_std,persontag_count_std,hashtag_count_std,text_length_std,persontags_count_std,hashtags_count_std,links_count_std,self_mention_std,self_tweet_std,is_Biotechnology,is_Software,is_Health Care,is_Enterprise Software,is_Clean Technology,is_Hardware + Software,is_Semiconductors,is_Curated Web,is_Mobile,is_Web Hosting,is_Series_A,is_Series_B,is_Series_C,is_Series_D,mean_neg,mean_pos,total_neg,total_pos,Total_Likes_scaled,Total_Retweets_scaled,tweet_count_scaled,get_dayrange_scaled,get_dayiqr_scaled,likes_mean_scaled,retweets_mean_scaled,persontag_count_mean_scaled,hashtag_count_mean_scaled,text_length_mean_scaled,persontags_count_mean_scaled,hashtags_count_mean_scaled,links_count_mean_scaled,self_mention_mean_scaled,self_tweet_mean_scaled,likes_std_scaled,retweets_std_scaled,persontag_count_std_scaled,hashtag_count_std_scaled,text_length_std_scaled,persontags_count_std_scaled,hashtags_count_std_scaled,links_count_std_scaled,self_mention_std_scaled,self_tweet_std_scaled,is_Biotechnology_scaled,is_Software_scaled,is_Health Care_scaled,is_Enterprise Software_scaled,is_Clean Technology_scaled,is_Hardware + Software_scaled,is_Semiconductors_scaled,is_Curated Web_scaled,is_Mobile_scaled,is_Web Hosting_scaled,is_Series_A_scaled,is_Series_B_scaled,is_Series_C_scaled,is_Series_D_scaled,mean_neg_scaled,mean_pos_scaled,total_neg_scaled,total_pos_scaled,Series_Amount_scaled
456,InfoScout,_Series_B,128,111,16000000,Curated Web,164,163,96,0.780487805,0.737804878,0.530487805,0.5,124.8719512,0.487804878,0.451219512,0.774390244,0.243902439,0.036585366,1.015516312,1.679405405,0.754729712,1.047931061,43.79794032,0.722026841,1.023076547,0.523394062,0.430749827,0.18831653,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.016485718,0.037738707,0.0,0.050724638,5.037347190832675,13.900602871214323,8.74362537427481,5.947042267910385,4.778230864349408,0.2508176982639638,0.3491757075150863,0.36521797588364935,0.31381896850205826,41.75573566425365,0.3398875456348849,0.29192679046648556,0.7326990422101102,0.1171847000233596,0.03078454811348743,0.4338865242884507,0.6732495252212226,0.47204150940280687,0.774653518518337,1.6318027696773494,0.4564246188040331,0.7753026131672557,1.915739149664386,0.3782744959032216,0.15851896359616935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009547481704436677,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.01753804209884935,0.043516003532381775,0.0,0.06146586563688785,16.588099280204055
457,Inneractive,_Series_B,22,41,5000000,App Marketing,204,0,0,0.107843137,0.254901961,0.220588235,0.279411765,119.2696078,0.205882353,0.274509804,0.862745098,0.0,0.0,0.513979217,1.009182223,0.511317864,0.765878,20.37846003,0.472666376,0.744859067,0.410195572,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.029366319,0.120814637,0.0,0.1,3.2087693109552604,8.600015475353308,9.342796063211873,0.0,0.0,0.08632504624139314,0.18615809745488116,0.18536094785352547,0.21027375181059488,40.38830995073108,0.1737514971366124,0.20648636086338817,0.812151728500247,0.0,0.0,0.30888753959424786,0.5297089774808892,0.3627909203073968,0.6046451874891113,1.5117338841550196,0.3414354033403723,0.6001973650171839,1.1437474684300188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.03280077326425353,0.1921819565866838,0.0,0.14662797948349038,15.424948470398375
458,Inneractive,_Series_C,73,65,6000000,App Marketing,204,0,0,0.357843137,0.573529412,0.294117647,0.651960784,130.995098,0.289215686,0.598039216,0.833333333,0.0,0.0,0.732353824,3.072119227,0.580270623,1.074306319,33.77737861,0.578499309,1.043486048,0.445742494,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.042428027,0.085393689,0.017751479,0.017751479,4.44293491573361,10.787970147755619,9.342796063211873,0.0,0.0,0.1892407850138585,0.3091936979224256,0.23477832619064076,0.36680469328982024,43.230041291768465,0.22967921542308556,0.34623674982901304,0.7857792313831211,0.0,0.0,0.37442766547634604,0.8293606063092238,0.39653368858593147,0.789589267593068,1.595898701877589,0.3939240358001107,0.7874357273846936,1.354809983836109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.049806185402642394,0.11828980983357779,0.018974968848145417,0.018974968848145417,15.60727002719233
459,InsightSquared,_Series_A,6,62,4500000,,168,101,52,0.035714286,0.369047619,1.553571429,0.821428571,121.6607143,1.494047619,0.80952381,0.607142857,0.482142857,0.18452381,0.186131662,0.746725577,1.894710344,1.062825455,36.94223203,1.9049165,1.03791812,0.501921032,0.501174839,0.389070456,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.030554635,0.062498198,0.009259259,0.101851852,1.9739674821698225,10.5442013534503,8.80850815963809,5.314951628069083,4.122995385789766,0.03305689663249528,0.23953994270906534,0.676585889373269,0.41396611947924095,40.9741682734637,0.6464032415939452,0.40651135650869374,0.5803336687428151,0.1429333075570801,0.08780582259109564,0.1506158382812433,0.4465032635448036,0.7704942102597443,0.7831063591885352,1.6087984363951673,0.7647632412822315,0.7841345269516733,1.745747889930118,0.43219865726038126,0.28024351650871465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.034282370206009036,0.07923698617841601,0.009586046687104414,0.15042664399234745,15.319587954740548
460,InsightSquared,_Series_B,50,66,8000000,,184,70,37,0.27173913,0.358695652,1.548913043,0.543478261,122.9728261,1.510869565,0.532608696,0.619565217,0.527173913,0.135869565,0.602422448,0.992667343,1.532097,0.939864465,34.51845662,1.514913586,0.934477288,0.508773116,0.500623275,0.343584933,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.015111421,0.050809042,0.008403361,0.058823529,4.0475006909034414,10.867738986282813,9.056279074644314,4.844464644172035,3.765497686613863,0.16357492264607595,0.23521348240856868,0.6756713091236535,0.3302190041632437,41.29423262832534,0.6496089651866078,0.3235521695804128,0.5917442901471809,0.14509162805898287,0.076441722905328,0.33812437330442147,0.5250665533943077,0.6998372310548119,0.7118310713418408,1.5990765919926184,0.6901198963594767,0.7215670455382185,1.798686619506877,0.43178326268814127,0.25584582317411647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.015992967371611953,0.06158806289719492,0.008672027348917416,0.07353087613138867,15.89495209964411
461,Inspirato,_Series_B,4,45,15500000,Enterprise Software,168,18,7,0.023809524,0.267857143,1.041666667,0.910714286,117.0297619,1.023809524,0.886904762,0.678571429,0.345238095,0.178571429,0.152911111,0.660912219,1.477796412,1.463448299,35.34728061,1.484258241,1.461791188,0.517032395,0.513157366,0.384138021,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.035643993,0.066407618,0.015625,0.0625,1.6285994861793842,9.009366420534,8.80850815963809,3.2146973411657522,2.120829727249634,0.0226037471968132,0.19290255134884168,0.5548219369813681,0.4349452422298374,39.83640919724304,0.5375798632201211,0.42462191792594106,0.6457349513868887,0.1322623971382682,0.08665280959623586,0.12814469856680288,0.4141158461746716,0.6878106919635668,0.9942760625463032,1.6025125788998815,0.6834348001355187,1.0185456101769246,1.864114850527507,0.44119676361755017,0.27767522110749704,0.0,0.0,0.0,0.01527597136791237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.04077402967557826,0.08547170215156812,0.016568539344158553,0.07923982073702229,16.556350581889475
462,Instantly,_Series_B,22,18,3000000,MMO Games,190,0,0,0.115789474,0.094736842,0.215789474,0.115789474,116.1210526,0.168421053,0.110526316,0.463157895,0.0,0.0,0.490397914,0.505497486,0.437359995,0.352261264,23.84475981,0.40244311,0.346402123,0.510431425,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.037900722,0.053017717,0.0,0.0,3.2087693109552604,5.593705935245844,9.144751287979009,0.0,0.0,0.09128952042784168,0.08348326550167981,0.18195575515804074,0.10199283650940204,39.61162878041892,0.14627117394579559,0.09767700457511494,0.4468930532485817,0.0,0.0,0.30035488331889504,0.3469235502333422,0.32367094850171096,0.3117224422421078,1.5400841155922926,0.30300813642925767,0.3095724012766612,1.8116804461838316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.043729809781602534,0.06481189979700969,0.0,0.0,14.914122846632385
463,Instantly,_Series_C,9,22,10250000,MMO Games,204,0,0,0.12745098,0.294117647,0.210784314,0.12254902,117.6813725,0.200980392,0.117647059,0.446078431,0.0,0.0,1.314351016,2.96810047,0.46522559,0.357442162,23.23220641,0.458954713,0.352167606,0.498306802,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.039943292,0.036972714,0.0,0.0,2.3419395625823825,6.233612397046709,9.342796063211873,0.0,0.0,0.09829701662870126,0.20599538487896338,0.17837912159568542,0.1071969542554433,39.9972809504273,0.1702437460212691,0.10319209661982931,0.4309133476353767,0.0,0.0,0.47757713866156637,0.8212013555981886,0.3387907726337521,0.31580282734279447,1.535529557952049,0.33417415080019347,0.3142014281007916,1.7183068062674578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.04644681426424458,0.04250851704344652,0.0,0.0,16.14278826354869
464,Instantly,_Series_D,89,83,15000000,MMO Games,204,0,0,0.480392157,0.406862745,0.308823529,0.200980392,102.9901961,0.269607843,0.196078431,0.225490196,0.0,0.0,1.138059814,0.868809253,0.601902229,0.556023017,32.46460599,0.570936352,0.55334568,0.44182476,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.045464648,0.063184125,0.016666667,0.066666667,4.651745063680619,12.126541895542392,9.342796063211873,0.0,0.0,0.21535284696134588,0.25458992927044305,0.24408067874677372,0.16264288408186278,36.303690800615186,0.21711731318938432,0.15884277409569725,0.22133150388709508,0.0,0.0,0.45365071709991633,0.487866322672433,0.4066258924357956,0.46369588253907207,1.59000671893209,0.39036881764631715,0.4673663062681574,1.3302440777121298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06302392658787734,0.053993772525468386,0.08031855331613025,0.01774264263913302,0.08589090316834724,16.523560759066484
466,Instructure,_Series_B,15,91,8000000,Social Travel,197,41,18,0.076142132,0.461928934,0.395939086,0.700507614,117.4822335,0.38071066,0.700507614,0.725888325,0.137055838,0.0,0.318301199,0.96617399,0.779575863,1.416610552,31.38708202,0.757434918,1.416610552,0.501009031,0.35927572,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0512199,0.075037888,0.016666667,0.016666667,2.829781151195192,12.6657647940783,9.245183579845214,4.180208953451851,3.027878669235804,0.06485641598066749,0.27457531771763394,0.2956720793514242,0.38143291330226065,39.94814438914668,0.2840133272384446,0.3776548179258166,0.6887864067709547,0.08737045547442424,0.0,0.226274187677891,0.5174702466647655,0.4817987928590725,0.9710485242547487,1.5848994682840145,0.47052923640046596,0.9950403010365568,1.7387923123055542,0.3216172748002296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.06218393765776392,0.09985412472592689,0.01774264263913302,0.01774264263913302,15.89495209964411
467,Instructure,_Series_D,60,81,30000000,Social Travel,171,17,11,0.415204678,0.660818713,0.748538012,0.584795322,114.4385965,0.695906433,0.520467836,0.549707602,0.251461988,0.0,1.151777317,2.319137118,0.861555141,1.146658747,37.91616955,0.84778998,0.984223679,0.498984176,0.435127666,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.026560934,0.039943691,0.0,0.019607843,4.237435988714268,11.986943913903158,8.856363428541076,3.150512214933482,2.5441609787479895,0.20271268632391926,0.33182078967515216,0.45787255153326545,0.3448395596546122,39.19409812437443,0.4300351710156095,0.3190880994756493,0.5273701494281918,0.11864141427548938,0.0,0.45568914678131806,0.7598515144518262,0.5124668985907742,0.8298078814797584,1.6124413679200478,0.5044718342146405,0.751955045113948,1.7234246367437172,0.3816799584406848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06302392658787734,0.02935332032170595,0.04644734891722504,0.0,0.021106660306022595,17.216707939626428
468,Intalio,_Series_D,5,30,8800000,Crowdsourcing,205,264,146,0.024390244,0.146341463,0.258536585,0.717073171,112.0585366,0.2,0.702439024,0.8,0.03902439,0.009756098,0.154635067,0.417800943,0.661614043,1.153830458,40.57160806,0.605530071,1.135109869,0.447213596,0.194127067,0.098530572,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.01936604,0.044974397,0.0,0.058823529,1.8155295783605616,7.335919388263486,9.356520722040333,6.603930530645749,5.233266965825092,0.02312621906501406,0.12099275080584582,0.21149188134174288,0.38620521230447197,38.60038479582361,0.16953908894621794,0.3782042313227875,0.7557993489562675,0.033927256240728,0.009303857467713448,0.12935064207950148,0.3030987461250436,0.4333591545935139,0.8337360805235866,1.6217016647782536,0.40640267564327626,0.8408356249777827,1.3641207606071775,0.18225051484157492,0.08970730485718982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06302392658787734,0.020827347601173683,0.05331152836790086,0.0,0.07353087613138867,15.990262279448435
470,Integrate,_Series_B,14,57,11000000,Web CMS,189,0,0,0.121693122,0.412698413,0.380952381,0.544973545,128.9100529,0.338624339,0.529100529,0.698412698,0.0,0.015873016,0.799604484,1.36407073,0.7167132,0.87174234,28.61831274,0.63718147,0.853933163,0.471583592,0.0,0.125316216,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.032187212,0.052615897,0.007246377,0.050724638,2.762593700178698,10.12186412842894,9.130162827017822,0.0,0.0,0.09487748114882061,0.2568120634731679,0.2872003301136718,0.3307639893243923,42.73030930582101,0.2598542279140226,0.3222708632228862,0.663813504901056,0.0,0.014701319747339311,0.3906781146422064,0.6150013589938239,0.4566649349875213,0.6708012146909133,1.5704927500955288,0.4205777223912063,0.6711284351923674,1.525409567829056,0.0,0.11138301568284918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.03633879910550438,0.06422162409836091,0.0074456553811494,0.06146586563688785,16.213405830762646
471,Intercom,_Series_A,167,92,6000000,Finance Technology,210,1,1,0.985714286,0.495238095,0.261904762,0.161904762,104.5666667,0.204761905,0.157142857,0.119047619,0.00952381,0.0,2.436717871,1.32783098,0.572893429,0.450917396,38.48665752,0.490069998,0.44729001,0.324618359,0.097356258,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.038854908,0.042566953,0.046511628,0.046511628,5.32158119934208,12.731151166960935,9.424350023611067,0.7074663335665838,0.697705719516204,0.263332107590819,0.28567111640053233,0.2137450811214024,0.13610549788415738,36.70704365703689,0.17295199986348114,0.13233121935185577,0.11784430777138091,0.009195169200945754,0.0,0.5624289838433773,0.6073864328924515,0.3930398328525535,0.3873995689225419,1.6145110435098768,0.3504915358703501,0.3885650899553888,0.7334693845133757,0.09421841969223403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.04499409061902589,0.04999578723774144,0.055458800309179546,0.055458800309179546,15.60727002719233
472,Intercom,_Series_B,200,61,23000000,Finance Technology,198,1,1,1.393939394,0.606060606,0.282828283,0.424242424,114.6515152,0.257575758,0.424242424,0.383838384,0.065656566,0.0,2.70107398,2.924839123,0.653617874,0.684726913,29.76054644,0.620559909,0.684726913,0.487552068,0.24830864,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.028025086,0.028258554,0.0,0.023529412,5.515185813302259,10.461394754358729,9.259296678331506,0.7074663335665838,0.697705719516204,0.2763707793515798,0.31803125164330426,0.22751151818465515,0.28244450212772054,39.24703566185234,0.20923381691684023,0.28049569955525283,0.3723934539652855,0.05217702989931609,0.0,0.5734602498055615,0.8176915954762611,0.4298712809071865,0.5517875854892869,1.576676553125662,0.41319115500409476,0.5596938184952667,1.6385845037625208,0.22937989044469834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.031143800788981487,0.03143107010784907,0.0,0.02570627156137091,16.951004773893423
473,Intermolecular,_Series_D,5,0,20000000,Testing,168,908,174,0.029761905,0.0,0.166666667,0.107142857,102.9404762,0.166666667,0.101190476,0.285714286,0.0,0.0,0.170437803,0.0,0.404564772,0.477464791,33.88563053,0.404564772,0.459625999,0.466132735,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.075113632,0.023456065,0.081081081,0.054054054,1.8155295783605616,0.0,8.80850815963809,8.378722175193438,5.4251751856285555,0.027897365593574038,0.0,0.14570344865750406,0.09522816861707706,36.290940530731476,0.14494516976215072,0.09031831806689121,0.27917063441053486,0.0,0.0,0.14019869742175073,0.0,0.30524795717988884,0.4070704382189908,1.5963693489226307,0.3042158122949154,0.3979441435279322,1.4881580823952842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06302392658787734,0.09998422111427165,0.02561902725399082,0.1104516591294949,0.06634207353425475,16.811242831518264
474,Inventables,_Series_A,27,45,2000000,Social Media,198,262,124,0.136363636,0.227272727,0.823232323,0.141414141,101.5050505,0.823232323,0.136363636,0.712121212,0.116161616,0.141414141,0.446749012,0.632346076,1.360824495,0.493821748,31.14983398,1.360824495,0.490095722,0.526413539,0.321230841,0.349331516,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.023781281,0.045365628,0.0,0.052631579,3.415042393907472,9.009366420534,9.259296678331506,6.593415322025344,5.055391415372041,0.10343978053082442,0.17110070932661006,0.4851414480471004,0.12134315643127715,35.92206198063469,0.4759426580594684,0.11729941874080939,0.6762822225332076,0.07875764991997704,0.07798724770054277,0.28363834220982415,0.40264508077580713,0.660371893426657,0.41905251510918434,1.5837398724337668,0.6550664188164597,0.4208638557409487,1.9406218745093764,0.2906069055116279,0.25901881803791943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.026006218917109494,0.05385578133935625,0.0,0.06424462948432251,14.508657738524219
475,Inventables,_Series_B,53,61,3000000,Social Media,205,123,59,0.258536585,0.356097561,1.043902439,0.297560976,113.7365854,0.990243902,0.292682927,0.687804878,0.107317073,0.107317073,0.826335998,1.156831537,1.168636037,0.854196046,36.72631794,1.150405913,0.853019505,0.577433097,0.310273633,0.310273633,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.025222722,0.054796755,0.013157895,0.052631579,4.108080400588216,10.461394754358729,9.356520722040333,5.572775549593538,4.256868162354489,0.15892581138431225,0.23411304801200555,0.5554678888665621,0.22034750001399378,39.01935544370412,0.5280491184117898,0.21655545379051314,0.654152787378385,0.07473591361935358,0.06718357414807434,0.3967246030936968,0.568311920977279,0.6100834280839317,0.6600432649151444,1.6079713776073365,0.6005510780403654,0.6705471497521976,2.400053624785238,0.28156021696741723,0.23690556220013437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.027733455215209472,0.06744562370300619,0.013823416786699195,0.06424462948432251,14.914122846632385
476,Invincea,_Series_C,43,146,16000000,Enterprise Security,169,82,50,0.25443787,0.863905325,1.284023669,0.568047337,129.704142,1.218934911,0.538461538,0.674556213,0.017751479,0.183431953,0.556665089,1.133551684,1.607954305,0.871053876,41.41264523,1.623670534,0.872871561,0.494617407,0.132439239,0.388170384,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,3.89126271977009,15.77474578259252,8.82453539269752,5.046032349117742,4.081547767058497,0.15743801772640006,0.37335349740590035,0.6183841466340345,0.33902089390213325,42.920907280887526,0.5877919501774859,0.32567446043571124,0.6420718452844922,0.016635205063590272,0.08759857892747153,0.3235164410039311,0.562550425849095,0.7159465947581478,0.6703806027701604,1.624447915541721,0.7127836619754232,0.6831303758621687,1.690634231383938,0.1267373682383821,0.2797762123471453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,,,,,16.588099280204055
477,Invoca,_Series_B,18,60,4000000,Enterprise Software,204,12,7,0.088235294,0.642156863,0.196078431,0.210784314,112.1764706,0.166666667,0.205882353,0.338235294,0.0,0.029411765,0.434994846,3.019540182,0.487058441,0.475696402,28.42236397,0.445742494,0.451341412,0.474272919,0.0,0.169373366,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.04536745,0.071255548,0.050251256,0.085427136,3.0089955551439265,10.37777955238013,9.342796063211873,2.768472222082804,2.120829727249634,0.07337449666301545,0.32726623334797195,0.16772013340981595,0.1689896615119182,38.62988949178622,0.14494516976215072,0.16520020312842126,0.3292195043091756,0.0,0.02557149791883028,0.27891882099477777,0.8252845801954177,0.3503113118317528,0.40576878946959527,1.5693951246915674,0.3270692514805421,0.391651810153245,1.5440444083934453,0.0,0.1448790257331174,0.0,0.0,0.0,0.01527597136791237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.053858319539878935,0.09344408961579542,0.06078187693757776,0.11835151481841141,15.201804919084164
479,Involver,_Series_B,11,29,1600000,Mobile Advertising,158,29,19,0.069620253,0.183544304,0.683544304,0.278481013,106.5063291,0.67721519,0.278481013,0.721518987,0.189873418,0.082278481,0.301103884,0.562508118,1.134792035,0.637205461,28.70090587,1.13580403,0.637205461,0.527865763,0.39344791,0.275662257,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.017519015,0.019135527,0.0,0.033333333,2.5307812762737596,7.208336406001339,8.643884578538387,3.7651526952649257,3.082132557553209,0.060083469927623416,0.1452234236820135,0.43244292955839403,0.20974817460538547,37.20090898027626,0.42276747387135954,0.20871558957848219,0.6848198164403466,0.10458179792295658,0.05688963553516372,0.21750927500749392,0.3729907597764218,0.6004634440887497,0.5198983174857177,1.5709520773074976,0.5964387253054659,0.5269282899907691,1.9526772128553902,0.3489584905224041,0.21618011157235376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.018710066834398735,0.020561536798107224,0.0,0.03779706892699577,14.28551418721001
480,IronKey,_Series_B,8,34,22000000,SEO,162,81,22,0.049382716,0.209876543,0.166666667,0.302469136,112.0740741,0.148148148,0.296296296,0.802469136,0.030864198,0.0,0.217337621,0.59430108,0.420735824,0.611377695,29.53880605,0.405279173,0.609336151,0.520862951,0.17348598,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.02438641,0.06054776,0.066666667,0.0,2.233041350915166,7.822862796806336,8.710707778791658,5.030320109358323,3.230228493109994,0.044419400932309706,0.16112073591346238,0.14570344865750406,0.2230158354546059,38.604272478973904,0.13072537582903507,0.21851774927894765,0.7580234421052603,0.027606551055320065,0.0,0.17033793452801646,0.38678523923586955,0.3144194320849992,0.5022602199344357,1.5755038601154225,0.3046217758160465,0.5073872340483809,1.8950700092138584,0.16390323074655835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.02672911629015156,0.07618991147764854,0.08589090316834724,0.0,16.90655301132259
481,JOOR,_Series_A,0,4,2250000,Big Data Analytics,186,0,0,0.0,0.021505376,1.97311828,0.064516129,109.6774194,1.677419355,0.053763441,0.23655914,0.0,0.0,0.0,0.206829065,1.107384529,0.267377721,31.54975865,1.009803731,0.248915112,0.426116326,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.034993085,0.067796173,0.012195122,0.085365854,0.0,2.2542000307521572,9.086023282420243,0.0,0.0,0.0,0.02087258158288095,0.7486088439736404,0.06000488371694838,38.00273114815013,0.6793753306975531,0.050539686578528274,0.23199928616807,0.0,0.0,0.0,0.17406924806423102,0.592487600164591,0.24305214818226203,1.585687090313657,0.5589046708497701,0.22900730703958622,1.2350376960845781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.03993039414600173,0.08772761760484063,0.012765618710996013,0.11823846902610458,14.626440774180603
482,JOOR,_Series_B,1,7,3300000,Big Data Analytics,178,0,0,0.005617978,0.039325843,2.320224719,0.061797753,101.6741573,1.039325843,0.056179775,0.078651685,0.0,0.0,0.074953169,0.194917324,1.156527022,0.284438437,34.58430305,0.776507897,0.275539555,0.269953714,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.071177494,0.06840611,0.052083333,0.020833333,0.696685369967274,3.2340894643688376,8.96546514569928,0.0,0.0,0.0055486422452994495,0.03725560381080958,0.7960493359860737,0.057646959619960095,35.965597673961334,0.5418897068987453,0.05266873652179868,0.07811859585738799,0.0,0.0,0.06850091682880756,0.16554737417220486,0.6066699855085775,0.2571384764812858,1.5993540416028014,0.4779327314307285,0.25145502057346236,0.5323868092730178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.09331358011506043,0.08872550341724147,0.06344187495355512,0.022529888065206605,15.009433026436708
483,JOOR,_Series_C,6,31,14600000,Big Data Analytics,182,0,0,0.032967033,0.17032967,1.901098901,0.120879121,97.95054945,0.846153846,0.104395604,0.065934066,0.0,0.0,0.179042848,0.391341228,1.087903809,0.359101544,34.34570389,0.792549239,0.324134918,0.248851408,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.048285227,0.045172882,0.036144578,0.024096386,1.9739674821698225,7.461046301327864,9.026274778942744,0.0,0.0,0.030691968895332385,0.13686422842637247,0.7375384074308984,0.10591809194626503,35.00203125652067,0.48359737281378334,0.09286124939112354,0.06555764978929406,0.0,0.0,0.14595337717865586,0.28888626597078143,0.5867142209972968,0.31710713853884726,1.5983449238757685,0.4840578970548524,0.291556782573853,0.46553409296874204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.057965699809927274,0.053587456455643126,0.04142553364141949,0.026382250399468746,16.496532086678563
484,Jana,_Series_B,46,48,15000000,Application Platforms,215,0,0,0.213953488,0.223255814,0.474418605,0.186046512,79.44651163,0.437209302,0.181395349,0.139534884,0.0,0.0,0.7430618,0.60094832,1.022205108,0.582285778,49.90426044,0.997432043,0.571624924,0.360515943,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.04154454,0.060032237,0.034285714,0.085714286,3.9610218696772423,9.302493583382656,9.490897053828606,0.0,0.0,0.1415103287688572,0.16883164966669334,0.33757850571582027,0.15274050902700895,30.043732019932367,0.3144282292259011,0.14908754734235724,0.13789393581429085,0.0,0.0,0.37712021322541633,0.3896059726535078,0.5665732587645349,0.48212476043605806,1.6481686976515908,0.555007953259732,0.4805465494705261,0.89008355899718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.0486048394275117,0.07539150362198649,0.03901806159532282,0.11888185090309807,16.523560759066484
